1-benchmark,1-ags_bee_search_result,1-ags_bee_search_program,1-ags_bee_search_time,1-ags_bee_search_evaluations,1-bee_search_result,1-bee_search_program,1-bee_search_time,1-bee_search_evaluations,2-benchmark,2-ags_bee_search_result,2-ags_bee_search_program,2-ags_bee_search_time,2-ags_bee_search_evaluations,2-bee_search_result,2-bee_search_program,2-bee_search_time,2-bee_search_evaluations,3-benchmark,3-ags_bee_search_result,3-ags_bee_search_program,3-ags_bee_search_time,3-ags_bee_search_evaluations,3-bee_search_result,3-bee_search_program,3-bee_search_time,3-bee_search_evaluations,4-benchmark,4-ags_bee_search_result,4-ags_bee_search_program,4-ags_bee_search_time,4-ags_bee_search_evaluations,4-bee_search_result,4-bee_search_program,4-bee_search_time,4-bee_search_evaluations,5-benchmark,5-ags_bee_search_result,5-ags_bee_search_program,5-ags_bee_search_time,5-ags_bee_search_evaluations,5-bee_search_result,5-bee_search_program,5-bee_search_time,5-bee_search_evaluations
stackoverflow10.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(_arg_0.Substr(_arg_0.IndexOf(1.IntToStr(),(_arg_0.IndexOf("" "") + 3)),(3 * 5))),_arg_0.Length()).Substr(0,4)",15676.0,348418124.0,Fail,,inf,inf,stackoverflow10.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(_arg_0.Substr(_arg_0.IndexOf(1.IntToStr(),(_arg_0.IndexOf("" "") + 3)),(3 * 5))),_arg_0.Length()).Substr(0,4)",16124.0,365236488.0,Fail,,inf,inf,stackoverflow10.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(_arg_0.Substr(_arg_0.IndexOf(1.IntToStr(),(_arg_0.IndexOf("" "") + 3)),(3 * 5))),_arg_0.Length()).Substr(0,4)",16026.0,350690554.0,Fail,,inf,inf,stackoverflow10.sl,Success,"(if_arg_0.Contain(_arg_0.Substr((_arg_0.IndexOf("" "") + 3),_arg_0.Length()).replace("" "", """").Substr(0,4)) then _arg_0.Substr((_arg_0.IndexOf("" "") + 3),_arg_0.Length()).replace("" "", """").Substr(0,4) else _arg_0).Substr((1 - 5),_arg_0.Length())",16988.0,378157483.0,Success,"_arg_0.Substr(_arg_0.IndexOf(1.IntToStr(),(_arg_0.IndexOf("" "") + 3)),_arg_0.Length()).Substr(0,4)",24720.0,286784354.0,stackoverflow10.sl,Success,"(if_arg_0.Contain(_arg_0.Substr((_arg_0.IndexOf("" "") + 3),_arg_0.Length()).replace("" "", """").Substr(0,4)) then _arg_0.Substr((_arg_0.IndexOf("" "") + 3),_arg_0.Length()).replace("" "", """").Substr(0,4) else _arg_0).Substr((1 - 5),_arg_0.Length())",16917.0,369094252.0,Fail,,inf,inf
stackoverflow11.sl,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") + ""2"".StrToInt()),_arg_0.Length())",79.0,1926150.0,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") + ""2"".StrToInt()),_arg_0.Length())",80.0,1926150.0,stackoverflow11.sl,Success,"_arg_0.Substr((""2"".StrToInt() + _arg_0.IndexOf(""_"")),_arg_0.Length())",32.0,736070.0,Success,"_arg_0.Substr((""2"".StrToInt() + _arg_0.IndexOf(""_"")),_arg_0.Length())",32.0,736070.0,stackoverflow11.sl,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") + ""2"".StrToInt()),_arg_0.Length())",34.0,707948.0,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") + ""2"".StrToInt()),_arg_0.Length())",34.0,707948.0,stackoverflow11.sl,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") + ""2"".StrToInt()),_arg_0.Length())",63.0,1623841.0,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") + ""2"".StrToInt()),_arg_0.Length())",61.0,1623841.0,stackoverflow11.sl,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") + ""2"".StrToInt()),_arg_0.Length())",25.0,601513.0,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") + ""2"".StrToInt()),_arg_0.Length())",26.0,601513.0
stackoverflow1.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""Inc"") + -1))",3.0,4753.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""Inc"") + -1))",3.0,4753.0,stackoverflow1.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""Inc"") + -1))",3.0,6386.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""Inc"") + -1))",4.0,6386.0,stackoverflow1.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""Inc"") + -1))",3.0,5406.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""Inc"") + -1))",3.0,5406.0,stackoverflow1.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""Inc"") + -1))",4.0,6538.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""Inc"") + -1))",4.0,6538.0,stackoverflow1.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""Inc"") + -1))",3.0,5363.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""Inc"") + -1))",3.0,5363.0
stackoverflow2.sl,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" "",(-1 - _arg_0.IndexOf("" ""))))",6.0,7932.0,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" "",(-1 - _arg_0.IndexOf("" ""))))",6.0,7932.0,stackoverflow2.sl,Success,"_arg_0.Substr(0,((-1 - ""in"".Length()) * ""in"".Length()))",7.0,10273.0,Success,"_arg_0.Substr(0,((-1 - ""in"".Length()) * ""in"".Length()))",8.0,10273.0,stackoverflow2.sl,Success,"_arg_0.Substr(0,((-1 - ""in"".Length()) * ""in"".Length()))",5.0,7557.0,Success,"_arg_0.Substr(0,((-1 - ""in"".Length()) * ""in"".Length()))",5.0,7557.0,stackoverflow2.sl,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" "",(-1 - _arg_0.IndexOf("" ""))))",11.0,18404.0,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" "",(-1 - _arg_0.IndexOf("" ""))))",11.0,18404.0,stackoverflow2.sl,Success,"_arg_0.Substr(0,((-1 - ""in"".Length()) * ""in"".Length()))",6.0,9257.0,Success,"_arg_0.Substr(0,((-1 - ""in"".Length()) * ""in"".Length()))",6.0,9257.0
stackoverflow3.sl,Success,"_arg_0.Substr((""9"".StrToInt() - (1 - ""9"".StrToInt())),_arg_0.Length())",20.0,214864.0,Success,"_arg_0.Substr((""9"".StrToInt() - (1 - ""9"".StrToInt())),_arg_0.Length())",22.0,214864.0,stackoverflow3.sl,Success,"_arg_0.Substr(((""9"".StrToInt() * 2) + -1),_arg_0.Length())",10.0,124635.0,Success,"_arg_0.Substr(((""9"".StrToInt() * 2) + -1),_arg_0.Length())",12.0,124635.0,stackoverflow3.sl,Success,"_arg_0.Substr(((""9"".StrToInt() * 2) + -1),_arg_0.Length())",11.0,117194.0,Success,"_arg_0.Substr(((""9"".StrToInt() * 2) + -1),_arg_0.Length())",12.0,117194.0,stackoverflow3.sl,Success,"_arg_0.Substr(((""9"".StrToInt() * 2) + -1),_arg_0.Length())",16.0,120858.0,Success,"_arg_0.Substr(((""9"".StrToInt() * 2) + -1),_arg_0.Length())",15.0,120858.0,stackoverflow3.sl,Success,"_arg_0.Substr(((""9"".StrToInt() * 2) + -1),_arg_0.Length())",11.0,126267.0,Success,"_arg_0.Substr(((""9"".StrToInt() * 2) + -1),_arg_0.Length())",12.0,126267.0
stackoverflow4.sl,Success,"_arg_0.replace("">"", """").replace(""<"", "" "").replace("","", "" "").replace("","", "" "")",37.0,299441.0,Success,"_arg_0.replace("">"", """").replace(""<"", "" "").replace("","", "" "").replace("","", "" "")",39.0,299441.0,stackoverflow4.sl,Success,"_arg_0.replace("">"", """").replace("","", "" "").replace("","", "" "").replace(""<"", "" "")",83.0,751952.0,Success,"_arg_0.replace("">"", """").replace("","", "" "").replace("","", "" "").replace(""<"", "" "")",90.0,751952.0,stackoverflow4.sl,Success,"_arg_0.replace("">"", """").replace("","", "" "").replace("","", "" "").replace(""<"", "" "")",188.0,2413123.0,Success,"_arg_0.replace("">"", """").replace("","", "" "").replace("","", "" "").replace(""<"", "" "")",188.0,2413123.0,stackoverflow4.sl,Success,"concat(concat(_arg_0.CharAt(0), ""/""), _arg_0.replace(""/"", """").replace("","", "" "").replace("","", "" "").replace(""<"", "" "").Substr(1,-1))",360.0,7709408.0,Success,"concat(concat(_arg_0.CharAt(0), ""/""), _arg_0.replace(""/"", """").replace("","", "" "").replace("","", "" "").replace(""<"", "" "").Substr(1,-1))",345.0,7709408.0,stackoverflow4.sl,Success,"_arg_0.replace("">"", """").replace(""<"", "" "").replace("","", "" "").replace("","", "" "")",58.0,677502.0,Success,"_arg_0.replace("">"", """").replace(""<"", "" "").replace("","", "" "").replace("","", "" "")",60.0,677502.0
stackoverflow5.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""1"") + -1))",3.0,7871.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""1"") + -1))",3.0,7871.0,stackoverflow5.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""1"") + -1))",4.0,10230.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""1"") + -1))",4.0,10230.0,stackoverflow5.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""1"") + -1))",3.0,8265.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""1"") + -1))",3.0,8265.0,stackoverflow5.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""1"") + -1))",4.0,10278.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""1"") + -1))",6.0,10278.0,stackoverflow5.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""1"") + -1))",3.0,6503.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""1"") + -1))",3.0,6503.0
stackoverflow6.sl,Success,"_arg_0.Substr((-1 - (_arg_0.Length() % (_arg_0.IndexOf(""="") + -1))),_arg_0.Length())",32.0,294941.0,Success,"_arg_0.Substr((-1 - (_arg_0.Length() % (_arg_0.IndexOf(""="") + -1))),_arg_0.Length())",33.0,294941.0,stackoverflow6.sl,Success,"_arg_0.Substr((-1 - (_arg_0.Length() % (_arg_0.IndexOf(""="") + -1))),_arg_0.Length())",17.0,307991.0,Success,"_arg_0.Substr((-1 - (_arg_0.Length() % (_arg_0.IndexOf(""="") + -1))),_arg_0.Length())",16.0,307991.0,stackoverflow6.sl,Success,"_arg_0.Substr((-1 - (_arg_0.Length() % (_arg_0.IndexOf(""="") + -1))),_arg_0.Length())",27.0,290339.0,Success,"_arg_0.Substr((-1 - (_arg_0.Length() % (_arg_0.IndexOf(""="") + -1))),_arg_0.Length())",26.0,290339.0,stackoverflow6.sl,Success,"_arg_0.Substr((-1 - (_arg_0.Length() % (_arg_0.IndexOf(""="") + -1))),_arg_0.Length())",29.0,298422.0,Success,"_arg_0.Substr((-1 - (_arg_0.Length() % (_arg_0.IndexOf(""="") + -1))),_arg_0.Length())",28.0,298422.0,stackoverflow6.sl,Success,"_arg_0.Substr((-1 - (_arg_0.Length() % (_arg_0.IndexOf(""="") + -1))),_arg_0.Length())",22.0,293359.0,Success,"_arg_0.Substr((-1 - (_arg_0.Length() % (_arg_0.IndexOf(""="") + -1))),_arg_0.Length())",23.0,293359.0
stackoverflow7.sl,Success,"_arg_0.replace(_arg_1.upper(), """").replace(concat(1.IntToStr(), "" ""), 1.IntToStr())",1045.0,22963706.0,Success,"_arg_0.replace(_arg_1.upper(), """").replace(concat(1.IntToStr(), "" ""), 1.IntToStr())",1040.0,22963706.0,stackoverflow7.sl,Success,"_arg_0.replace(_arg_1.upper(), """").replace(concat(1.IntToStr(), "" ""), 1.IntToStr())",369.0,6861536.0,Success,"_arg_0.replace(_arg_1.upper(), """").replace(concat(1.IntToStr(), "" ""), 1.IntToStr())",366.0,6861536.0,stackoverflow7.sl,Success,"_arg_0.replace(_arg_1.upper(), """").replace(concat(1.IntToStr(), "" ""), 1.IntToStr())",204.0,3458190.0,Success,"_arg_0.replace(_arg_1.upper(), """").replace(concat(1.IntToStr(), "" ""), 1.IntToStr())",199.0,3458190.0,stackoverflow7.sl,Success,"_arg_0.replace(concat((if_arg_1.SuffixOf(_arg_0) then "" "" else """"), _arg_1), """")",252.0,4689019.0,Success,"_arg_0.replace(concat((if_arg_1.SuffixOf(_arg_0) then "" "" else """"), _arg_1), """")",248.0,4689019.0,stackoverflow7.sl,Success,"_arg_0.replace(concat((if_arg_1.SuffixOf(_arg_0) then "" "" else """"), _arg_1), """")",343.0,6660243.0,Success,"_arg_0.replace(concat((if_arg_1.SuffixOf(_arg_0) then "" "" else """"), _arg_1), """")",327.0,6660243.0
stackoverflow8.sl,Success,"_arg_0.Substr((-1 - (3 * 3)),_arg_0.Length())",7.0,48402.0,Success,"_arg_0.Substr((-1 - (3 * 3)),_arg_0.Length())",7.0,48402.0,stackoverflow8.sl,Success,"_arg_0.Substr((-1 - (3 * 3)),_arg_0.Length())",6.0,52003.0,Success,"_arg_0.Substr((-1 - (3 * 3)),_arg_0.Length())",7.0,52003.0,stackoverflow8.sl,Success,"_arg_0.Substr((-1 - (3 * 3)),_arg_0.Length())",6.0,48738.0,Success,"_arg_0.Substr((-1 - (3 * 3)),_arg_0.Length())",6.0,48738.0,stackoverflow8.sl,Success,"_arg_0.Substr((-1 - (3 * 3)),_arg_0.Length())",9.0,48792.0,Success,"_arg_0.Substr((-1 - (3 * 3)),_arg_0.Length())",7.0,48792.0,stackoverflow8.sl,Success,"_arg_0.Substr((-1 - (3 * 3)),_arg_0.Length())",6.0,44383.0,Success,"_arg_0.Substr((-1 - (3 * 3)),_arg_0.Length())",6.0,44383.0
stackoverflow9.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "",(_arg_0.IndexOf("" "") + 1)) + 1),_arg_0.Length())",27.0,106395.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "",(_arg_0.IndexOf("" "") + 1)) + 1),_arg_0.Length())",28.0,106395.0,stackoverflow9.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "",(_arg_0.IndexOf("" "") + 1)) + 1),_arg_0.Length())",18.0,104733.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "",(_arg_0.IndexOf("" "") + 1)) + 1),_arg_0.Length())",18.0,104733.0,stackoverflow9.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "",(_arg_0.IndexOf("" "") + 1)) + 1),_arg_0.Length())",18.0,94054.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "",(_arg_0.IndexOf("" "") + 1)) + 1),_arg_0.Length())",19.0,94054.0,stackoverflow9.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "",(_arg_0.IndexOf("" "") + 1)) + 1),_arg_0.Length())",21.0,98069.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "",(_arg_0.IndexOf("" "") + 1)) + 1),_arg_0.Length())",21.0,98069.0,stackoverflow9.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "",(_arg_0.IndexOf("" "") + 1)) + 1),_arg_0.Length())",15.0,94651.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "",(_arg_0.IndexOf("" "") + 1)) + 1),_arg_0.Length())",16.0,94651.0
strip-html-from-text-or-numbers.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(0.IntToStr()),_arg_0.IndexOf(""<"",1))",3.0,6772.0,Success,"_arg_0.Substr(_arg_0.IndexOf(0.IntToStr()),_arg_0.IndexOf(""<"",1))",4.0,6772.0,strip-html-from-text-or-numbers.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(0.IntToStr()),_arg_0.IndexOf(""<"",1))",3.0,5674.0,Success,"_arg_0.Substr(_arg_0.IndexOf(0.IntToStr()),_arg_0.IndexOf(""<"",1))",3.0,5674.0,strip-html-from-text-or-numbers.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(0.IntToStr()),_arg_0.IndexOf(""<"",1))",4.0,8301.0,Success,"_arg_0.Substr(_arg_0.IndexOf(0.IntToStr()),_arg_0.IndexOf(""<"",1))",4.0,8301.0,strip-html-from-text-or-numbers.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(0.IntToStr()),_arg_0.IndexOf(""<"",1))",4.0,6746.0,Success,"_arg_0.Substr(_arg_0.IndexOf(0.IntToStr()),_arg_0.IndexOf(""<"",1))",4.0,6746.0,strip-html-from-text-or-numbers.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(0.IntToStr()),_arg_0.IndexOf(""<"",1))",4.0,8618.0,Success,"_arg_0.Substr(_arg_0.IndexOf(0.IntToStr()),_arg_0.IndexOf(""<"",1))",4.0,8618.0
strip-non-numeric-characters.sl,Success,"concat(_arg_0.Substr((1 - 7),_arg_0.IndexOf((_arg_0.Length() * (_arg_0.Length() - (5 % (_arg_0.Length() % 9)))).IntToStr())), (_arg_0.Length() * (_arg_0.Length() - (5 % (_arg_0.Length() % 9)))).IntToStr())",8304.0,713405263.0,Fail,,inf,inf,strip-non-numeric-characters.sl,Success,"concat(_arg_0.Substr((1 - 7),_arg_0.IndexOf((_arg_0.Length() * (_arg_0.Length() - (5 % (_arg_0.Length() % 9)))).IntToStr())), (_arg_0.Length() * (_arg_0.Length() - (5 % (_arg_0.Length() % 9)))).IntToStr())",7778.0,701572232.0,Fail,,inf,inf,strip-non-numeric-characters.sl,Success,"concat(_arg_0.Substr((1 - 7),_arg_0.IndexOf((_arg_0.Length() * (_arg_0.Length() - (5 % (_arg_0.Length() % 9)))).IntToStr())), (_arg_0.Length() * (_arg_0.Length() - (5 % (_arg_0.Length() % 9)))).IntToStr())",7763.0,705932425.0,Fail,,inf,inf,strip-non-numeric-characters.sl,Success,"concat(5.IntToStr().Substr(concat(_arg_0.Substr((-1 - 9),1), _arg_0.Substr(_arg_0.IndexOf(0.IntToStr()),(((5 * 8) % _arg_0.Length()) + 3)).replace("" "", """")).StrToInt(),1), concat(_arg_0.Substr((-1 - 9),1), _arg_0.Substr(_arg_0.IndexOf(0.IntToStr()),(((5 * 8) % _arg_0.Length()) + 3)).replace("" "", """")))",20943.0,2289532783.0,Fail,,inf,inf,strip-non-numeric-characters.sl,Success,"concat(_arg_0.Substr((1 - 7),_arg_0.IndexOf((_arg_0.Length() * (_arg_0.Length() - (5 % (_arg_0.Length() % 9)))).IntToStr())), (_arg_0.Length() * (_arg_0.Length() - (5 % (_arg_0.Length() % 9)))).IntToStr())",8908.0,709003546.0,Fail,,inf,inf
strip-numeric-characters-from-cell.sl,Success,"(ifEqual(_arg_0,_arg_0.replace(_arg_0.Substr(0,_arg_0.IndexOf("" "")).upper(), """")) then concat("" "", _arg_0.replace(_arg_0.Substr(0,_arg_0.IndexOf("" "")).upper(), """").Substr(0,9)) else _arg_0.replace(_arg_0.Substr(0,_arg_0.IndexOf("" "")).upper(), """"))",8801.0,523896068.0,Fail,,inf,inf,strip-numeric-characters-from-cell.sl,Success,"concat(concat("" "", _arg_0), "" "").Substr(concat(_arg_0.CharAt(8), _arg_0).IndexOf("" ""),-1).replace(concat("" "", _arg_0), concat(concat(concat("" "", _arg_0), "" "").Substr(concat(_arg_0.CharAt(8), _arg_0).IndexOf("" ""),-1).Substr(0,9), "" ""))",9166.0,556692793.0,Fail,,inf,inf,strip-numeric-characters-from-cell.sl,Success,"concat(concat("" "", _arg_0), "" "").Substr(concat(_arg_0.CharAt(8), _arg_0).IndexOf("" ""),-1).replace(concat("" "", _arg_0), concat(concat(concat("" "", _arg_0), "" "").Substr(concat(_arg_0.CharAt(8), _arg_0).IndexOf("" ""),-1).Substr(0,9), "" ""))",8285.0,462994089.0,Fail,,inf,inf,strip-numeric-characters-from-cell.sl,Success,"concat(concat("" "", _arg_0), "" "").Substr(concat(_arg_0.CharAt(8), _arg_0).IndexOf("" ""),-1).replace(concat("" "", _arg_0), concat(concat(concat("" "", _arg_0), "" "").Substr(concat(_arg_0.CharAt(8), _arg_0).IndexOf("" ""),-1).Substr(0,9), "" ""))",8984.0,543189906.0,Fail,,inf,inf,strip-numeric-characters-from-cell.sl,Success,"concat(concat("" "", _arg_0), "" "").Substr(concat(_arg_0.CharAt(8), _arg_0).IndexOf("" ""),-1).replace(concat("" "", _arg_0), concat(concat(concat("" "", _arg_0), "" "").Substr(concat(_arg_0.CharAt(8), _arg_0).IndexOf("" ""),-1).Substr(0,9), "" ""))",8003.0,481360693.0,Fail,,inf,inf
univ_1.sl,Success,"concat(concat(concat(col1, "",""), "" ""), col2)",2.0,2024.0,Success,"concat(concat(concat(col1, "",""), "" ""), col2)",2.0,2024.0,univ_1.sl,Success,"concat(col1, concat("","", concat("" "", col2)))",2.0,2637.0,Success,"concat(col1, concat("","", concat("" "", col2)))",2.0,2637.0,univ_1.sl,Success,"concat(concat(concat(col1, "",""), "" ""), col2)",1.0,1379.0,Success,"concat(concat(concat(col1, "",""), "" ""), col2)",1.0,1379.0,univ_1.sl,Success,"concat(concat(concat(col1, "",""), "" ""), col2)",2.0,4242.0,Success,"concat(concat(concat(col1, "",""), "" ""), col2)",2.0,4242.0,univ_1.sl,Success,"concat(concat(concat(col1, "",""), "" ""), col2)",2.0,1933.0,Success,"concat(concat(concat(col1, "",""), "" ""), col2)",2.0,1933.0
univ_2.sl,Success,"concat(col1, concat("","", concat("" "", concat(col2, (ifcol2.Contain(""USA"") then col1.Substr(1,0) else concat("","", concat("" "", ""USA"")))))))",297.0,3076916.0,Success,"concat(col1, concat("","", concat("" "", concat(col2, (ifcol2.Contain(""USA"") then col1.Substr(1,0) else concat("","", concat("" "", ""USA"")))))))",281.0,3076916.0,univ_2.sl,Success,"concat(col1, concat("","", concat("" "", concat(col2, (ifcol2.Contain(""USA"") then col1.Substr(1,0) else concat("","", concat("" "", ""USA"")))))))",519.0,6263099.0,Success,"concat(col1, concat("","", concat("" "", concat(col2, (ifcol2.Contain(""USA"") then col1.Substr(1,0) else concat("","", concat("" "", ""USA"")))))))",498.0,6263099.0,univ_2.sl,Success,"concat(col1, concat("","", concat("" "", concat(col2.replace(concat("","", concat("" "", ""USA"")), col1.Substr(1,0)), concat("","", concat("" "", ""USA""))))))",488.0,5375073.0,Success,"concat(col1, concat("","", concat("" "", concat(col2.replace(concat("","", concat("" "", ""USA"")), col1.Substr(1,0)), concat("","", concat("" "", ""USA""))))))",470.0,5375073.0,univ_2.sl,Success,"concat(col1, concat(concat("","", concat("" "", col2)), (ifcol2.Contain(""USA"") then col1.Substr(1,0) else concat("","", concat("" "", ""USA"")))))",1293.0,16148142.0,Success,"concat(col1, concat(concat("","", concat("" "", col2)), (ifcol2.Contain(""USA"") then col1.Substr(1,0) else concat("","", concat("" "", ""USA"")))))",1229.0,16148142.0,univ_2.sl,Success,"concat(col1, concat("","", concat("" "", concat(col2.replace(concat("","", concat("" "", ""USA"")), col1.Substr(1,0)), concat("","", concat("" "", ""USA""))))))",296.0,2881761.0,Success,"concat(col1, concat("","", concat("" "", concat(col2.replace(concat("","", concat("" "", ""USA"")), col1.Substr(1,0)), concat("","", concat("" "", ""USA""))))))",286.0,2881761.0
univ_3.sl,Success,"col2.replace(col2.replace(""USA"", col2), concat(concat(concat(col2, "",""), "" ""), ""USA""))",219.0,2983318.0,Success,"col2.replace(col2.replace(""USA"", col2), concat(concat(concat(col2, "",""), "" ""), ""USA""))",202.0,2983318.0,univ_3.sl,Success,"(ifcol2.Contain(""USA"") then col2 else concat(col2, concat("","", concat("" "", ""USA""))))",207.0,2823518.0,Success,"(ifcol2.Contain(""USA"") then col2 else concat(col2, concat("","", concat("" "", ""USA""))))",206.0,2823518.0,univ_3.sl,Success,"col2.replace(col2.replace(""USA"", col2), concat(col2, concat("","", concat("" "", ""USA""))))",108.0,1321708.0,Success,"col2.replace(col2.replace(""USA"", col2), concat(col2, concat("","", concat("" "", ""USA""))))",104.0,1321708.0,univ_3.sl,Success,"(ifcol2.Contain(""USA"") then col2 else concat(concat(concat(col2, "",""), "" ""), ""USA""))",230.0,3323127.0,Success,"(ifcol2.Contain(""USA"") then col2 else concat(concat(concat(col2, "",""), "" ""), ""USA""))",222.0,3323127.0,univ_3.sl,Success,"(ifcol2.Contain(""USA"") then col2 else concat(col2, concat("","", concat("" "", ""USA""))))",109.0,1321890.0,Success,"(ifcol2.Contain(""USA"") then col2 else concat(col2, concat("","", concat("" "", ""USA""))))",107.0,1321890.0
univ_4.sl,Fail,,inf,inf,Fail,,inf,inf,univ_4.sl,Success,"(if""New York"".Prefixof(col2) then col2 else (ifcol2.Contain(""USA"") then col2 else concat(concat(col2, "",""), concat("" "", ""USA""))).replace(""New York"", ""NY"")).replace(""New York"", ""CT"").replace(""New York"", ""NY"").replace(""CT"", ""New York"")",17544.0,634106221.0,Fail,,inf,inf,univ_4.sl,Success,"concat(col2.replace(concat("","", concat("" "", ""USA"")), "",""), concat("" "", ""USA"")).replace(""New York"", ""CT"").replace(""New York"", ""NY"").replace(""CT"", ""New York"").replace(concat(col2.replace(concat("","", concat("" "", ""USA"")), "",""), concat("" "", ""USA"")), (if""New York"".Prefixof(col2) then col2 else concat(col2.replace(concat("","", concat("" "", ""USA"")), "",""), concat("" "", ""USA"")).replace(""New York"", ""NY""))).replace(""CA"", concat(""CA"", "","")).replace(concat(col2.replace(concat("","", concat("" "", ""USA"")), "",""), concat("" "", ""USA"")), concat(col2.replace(concat("","", concat("" "", ""USA"")), "",""), concat("" "", ""USA"")).replace(""New York"", ""CT"").replace(""New York"", ""NY"").replace(""CT"", ""New York"").replace(concat(col2.replace(concat("","", concat("" "", ""USA"")), "",""), concat("" "", ""USA"")), (if""New York"".Prefixof(col2) then col2 else concat(col2.replace(concat("","", concat("" "", ""USA"")), "",""), concat("" "", ""USA"")).replace(""New York"", ""NY""))).replace(""MD"", concat(""MD"", "","")))",28684.0,1514463146.0,Fail,,inf,inf,univ_4.sl,Success,"(ifEqual(col2,col2.replace(concat("" "", (ifcol2.Contain(""USA"") then ""New York"" else ""USA"")), ""NY"")) then concat(col2.replace(concat("" "", (ifcol2.Contain(""USA"") then ""New York"" else ""USA"")), ""NY"").replace(concat("","", concat("" "", ""USA"")), "",""), concat("" "", ""USA"")).replace(col2.replace(""USA"", "" ""), concat(col2, "","")) else concat(col2.replace(concat("" "", (ifcol2.Contain(""USA"") then ""New York"" else ""USA"")), ""NY"").replace(concat("","", concat("" "", ""USA"")), "",""), concat("" "", ""USA"")).replace(""CA"", concat(""CA"", "","")).replace(""NY"", concat("" "", ""NY"")))",30221.0,1495371945.0,Fail,,inf,inf,univ_4.sl,Success,"concat(col2.replace(concat("" "", (ifcol2.Contain(""NY"") then ""NY"" else ""New York"")), ""NY"").replace(concat(concat("","", "" ""), ""USA""), "",""), concat("" "", ""USA"")).replace(""CA"", concat(""CA"", "","")).replace(""NY"", concat("" "", ""NY"")).replace(concat(col2.replace(concat("" "", (ifcol2.Contain(""NY"") then ""NY"" else ""New York"")), ""NY"").replace(concat(concat("","", "" ""), ""USA""), "",""), concat("" "", ""USA"")), concat(col2.replace(concat("" "", (ifcol2.Contain(""NY"") then ""NY"" else ""New York"")), ""NY"").replace(concat(concat("","", "" ""), ""USA""), "",""), concat("" "", ""USA"")).replace(""MD"", concat(""MD"", "","")).replace(""NY"", concat("" "", ""NY"")))",29429.0,1486775356.0,Fail,,inf,inf
univ_5.sl,Fail,,inf,inf,Fail,,inf,inf,univ_5.sl,Fail,,inf,inf,Fail,,inf,inf,univ_5.sl,Fail,,inf,inf,Fail,,inf,inf,univ_5.sl,Fail,,inf,inf,Fail,,inf,inf,univ_5.sl,Fail,,inf,inf,Fail,,inf,inf
